Date and Time of initial call,Date and time of Ranger response,borough,property,location,batch_geocode_descrip,Latitude,Longitude,loc_acc,species_description,call_source,species_status,animal_condition,duration_of_response,age,animal_class,311SR_Number,final_ranger_action,number_animals,PEP_Response,Animal_Monitored,Rehabilitator,Hours_spent_monitoring,Police_Response,ESU_Response,ACC_Intake_Number,
03/20/2019 11:00:00 AM,03/20/2019 11:00:00 AM,Queens,Highland Park,vehicle access ramp to Ridgewood Reservoir path,,40.691041,-73.884486,latlng_provided,Skunk,Observed by Ranger,Native,Unhealthy,2.5,Adult,Small Mammals-RVS,1-1-196740070,ACC,1,false,false,,,false,false,57645,
02/20/2019 08:40:00 AM,02/20/2019 10:45:00 AM,Bronx,Van Cortlandt Park,"Northbound side off of Major Deegan (I-87), South of the 233rd St Exit",,40.8925235,-73.8841376,latlng_provided,Coyote,Employee,Native,DOA,2.75,Adult,Coyotes,1-1-1685480983,Relocated/Condition Corrected,1,false,false,,,false,false,,
03/14/2019 09:00:00 AM,03/14/2019 09:00:00 AM,Queens,Juniper Valley Park,Juniper South Playground,,40.718657,-73.882332,latlng_provided,Raccoon,Employee,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1689648890,ACC,1,false,false,,,false,false,57031,
12/12/2018 09:00:00 AM,12/12/2018 09:14:00 AM,Queens,Juniper Valley Park,62-84 80th Street (approx address),,40.720669,-73.875839,latlng_provided,Raccoon,Employee,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1656810042,ACC,1,false,false,,,false,false,50319,
03/13/2019 03:00:00 PM,03/13/2019 04:00:00 PM,Queens,Forest Park,88th Street and Myrtle Ave,,40.702828,-73.858941,latlng_provided,Raccoon,Employee,Native,Injured,2,Juvenile,Small Mammals-RVS,1-1-1689343822,ACC,1,false,false,,,false,false,56993,
11/29/2018 01:40:00 PM,11/29/2018 01:45:00 PM,Queens,Forest Park,Between band shell and picnic area,,40.699082,-73.858867,latlng_provided,Skunk,Employee,Native,Unhealthy,2.5,Adult,Small Mammals-RVS,1-1-1647482741,ACC,1,false,false,,,false,false,48364,
11/22/2018 02:18:00 PM,11/22/2018 02:25:00 PM,Queens,Forest Park,"Forest Park Drive and Woodhaven Blvd, near Pink picnic area",,40.6989848,-73.8586221,latlng_provided,Raccoon,Central,Native,,2.75,Adult,Small Mammals-RVS,1-1-1648309854,ACC,1,false,false,,,false,false,47849,
05/23/2019 02:00:00 PM,05/24/2019 03:00:00 PM,Bronx,Harding Park,,,40.80788,-73.8581,latlng_provided,Rooster,Employee,Domestic,Unhealthy,2.5,Adult,Domestic,1-1-1 7178168040,ACC,2,false,false,,,false,false,"63836, 63837",
02/05/2019 04:40:00 PM,02/05/2019 04:45:00 AM,Queens,Forest Park,Near entrance to Forest Park Shop,,40.70053,-73.857716,latlng_provided,Raccoon,Public,Native,Injured,2.5,Adult,Small Mammals-RVS,1-1-1674319575,ACC,1,false,false,,,false,false,54220,
11/13/2018 12:30:00 PM,11/13/2018 12:45:00 PM,Queens,Forest Park,Greenhouse,,40.70145,-73.8568,latlng_provided,Raccoon,Employee,Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1644144971,ACC,1,false,false,,,false,false,47192,
04/07/2019 12:30:00 PM,04/07/2019 01:20:00 PM,Queens,Forest Park,Tennis Courts,,40.697601,-73.856528,latlng_provided,Raccoon,Employee,Native,DOA,1.5,Adult,Small Mammals-RVS,1-1-1701121600,ACC,1,false,false,,,false,false,59423,
03/27/2019 11:30:00 AM,03/27/2019 11:30:00 AM,Queens,Forest Park,Behind Visitor Center,,40.700421,-73.855356,latlng_provided,Raccoon,Public,Native,Unhealthy,1,Juvenile,Small Mammals-RVS,1-1-1694760831,ACC,1,false,false,,,false,false,58319,
03/14/2019 09:00:00 AM,03/14/2019 09:10:00 AM,Queens,Macneil Park,,,40.793108,-73.851993,latlng_provided,Raccoon,Employee,Native,DOA,2,Adult,Small Mammals-RVS,1-1-1694268171,Relocated/Condition Corrected,1,false,false,,,false,false,,
03/20/2019 09:10:00 AM,03/20/2019 09:16:00 AM,Queens,Flushing Meadows Corona Park,Olmstead Garage,,40.7519437,-73.8510035,latlng_provided,Raccoon,Employee,Native,Unhealthy,4.5,Adult,Small Mammals-RVS,1-1-1696740070,ACC,1,false,false,,,false,false,74207,
03/25/2019 03:20:00 PM,03/25/2019 03:25:00 PM,Queens,Macneil Park,Next to the fence along the waterside; cross streets: Poppenhusen Ave & College Place,,40.793161,-73.848586,latlng_provided,Raccoon,Employee,Native,DOA,2,Adult,Small Mammals-RVS,1-1-1-695100881,ACC,1,false,false,,,false,false,74807,
03/25/2019 08:30:00 AM,03/25/2019 09:16:00 AM,Queens,Marco Giovanelli Playground,Park Lane South and Freedom Drive,,40.699031,-73.846816,latlng_provided,Raccoon,Employee,Native,Unhealthy,1.75,Adult,Small Mammals-RVS,1-1-1695100840,ACC,1,false,false,,,false,false,58076,
03/30/2019 02:45:00 PM,03/30/2019 03:05:00 PM,Queens,College Point Park,College Point Blvd & 14th Ave,,40.7855485,-73.8458702,latlng_provided,Raccoon,Employee,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1694669765,Unfounded,1,false,false,,,true,false,,
03/25/2019 03:30:00 PM,03/25/2019 03:45:00 PM,Queens,Forest Park,,,40.703437,-73.844306,latlng_provided,Raccoon,Employee,Native,DOA,0.75,Adult,Small Mammals-RVS,1-1-1696746680,ACC,1,false,false,,,false,false,58159,
03/30/2019 01:00:00 PM,03/30/2019 01:30:00 PM,Queens,Forest Park,,,40.704718,-73.839654,latlng_provided,Raccoon,Employee,Native,Unhealthy,3,Adult,Small Mammals-RVS,1-1-1700071375,ACC,1,false,false,,,false,false,58634,
03/10/2019 01:30:00 PM,03/10/2019 01:35:00 PM,Queens,Forest Park,Metropolitan Avenue and Forest Park Drive,,40.70848,-73.839022,latlng_provided,Raccoon,Central,Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1693006172,ACC,1,false,false,,,false,false,56771,
04/03/2019 10:15:00 AM,04/03/2019 10:30:00 AM,Queens,Flushing Meadows Corona Park,Near Triassic Playground,,40.729679,-73.834498,latlng_provided,Raccoon,Employee,Native,Unhealthy,1,Juvenile,Small Mammals-RVS,1-1-1694669900,ACC,1,false,false,,,false,false,58987,
11/29/2018 07:34:00 AM,11/29/2018 09:00:00 AM,Queens,Frank Golden Park,Field near playground,,40.784661,-73.832497,latlng_provided,Raccoon,Central,Native,DOA,1,Juvenile,Small Mammals-RVS,1-1-1647544801,Relocated/Condition Corrected,1,false,false,,,false,false,,
01/23/2019 04:00:00 PM,01/23/2019 04:00:00 PM,Bronx,Pelham Bay Park,,,40.8540993,-73.8229685,latlng_provided,Skunk,Observed by Ranger,Native,DOA,0.5,Juvenile,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,,
01/07/2019 03:00:00 PM,01/07/2019 05:00:00 PM,Bronx,Pelham Bay Park,"40°51'15.5""N 73°49'21.3""W",,40.854306,-73.822583,latlng_provided,Skunk,Observed by Ranger,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-161714670,ACC,1,false,false,,,false,false,52073,
12/20/2018 10:00:00 AM,12/20/2018 10:00:00 AM,Bronx,Pelham Bay Park,"40°51'20.9""N 73°49'11.1""W ",,40.855799,-73.819753,latlng_provided,Raccoon,Observed by Ranger,Native,Unhealthy,2.5,Adult,Small Mammals-RVS,1-1-1648890431,ACC,1,false,false,,,false,false,50902,
11/12/2018 11:15:00 AM,11/12/2018 11:30:00 AM,Bronx,Pelham Bay Park,Rodman's Neck,,40.858166,-73.800918,latlng_provided,Raccoon,Central,Native,Unhealthy,1,Adult,Small Mammals-RVS,1-1-1640591282,ACC,1,true,false,,,false,false,47090,
11/01/2018 10:30:00 AM,11/01/2018 11:00:00 AM,Bronx,Orchard Beach,Hunter Island Closest to North West Area of Parking Lot,,40.87157,-73.79466,latlng_provided,Raccoon,Employee,Native,Unhealthy,2.5,Adult,Small Mammals-RVS,,ACC,1,false,false,,,false,false,46187,
12/06/2018 09:04:00 AM,12/06/2018 09:30:00 AM,Queens,Little Bay Park,Utopia Parkway and Cryders Lane,,40.7887127,-73.7937753,latlng_provided,Raccoon,Central,Native,,3,Adult,Small Mammals-RVS,1-1-1-6654050701,ACC,1,false,false,,,false,false,49901,
12/06/2018 11:00:00 AM,12/06/2018 11:00:00 AM,Bronx,Orchard Beach,Hunter Island,,40.875784,-73.787963,latlng_provided,Raccoon,Public,Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,1-1-1652596290,ACC,1,false,false,,,false,false,49912,
03/16/2019 03:00:00 PM,03/16/2019 03:00:00 PM,Bronx,Orchard Beach,,,40.87193,-73.78329,latlng_provided,Harbor Seal,Observed by Ranger,Native,Healthy,3.5,Adult,Marine Mammals-seals only,,Monitored Animal,1,false,true,,3.5,false,false,,
11/01/2018 09:00:00 AM,11/01/2018 09:08:00 AM,Queens,Cunningham Park,Seven Gables Playground ,,40.743986,-73.7658497,latlng_provided,Raccoon,Employee,Native,Unhealthy,3.5,Adult,Small Mammals-RVS,1-1-163660431,ACC,1,false,false,,,false,false,57344,
10/24/2018 05:20:00 PM,10/24/2018 05:30:00 PM,Queens,Cunningham Park,Soccer Field at 73rd Ave and 210 St.,,40.738803,-73.764708,latlng_provided,Raccoon,Public,Native,Unhealthy,3,Adult,Small Mammals-RVS,1-1-1631307750,ACC,1,false,false,,,false,false,45456,
12/26/2018 10:30:00 AM,12/26/2018 11:15:00 AM,Queens,Alley Pond Park,On Trail that is around Oakland Lake,,40.757929,-73.761438,latlng_provided,Raccoon,Employee,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1657709860,ACC,1,false,false,,,false,false,64763,
02/15/2019 09:30:00 AM,02/15/2019 10:15:00 AM,Queens,Alley Pond Park,Oakland Lake,,40.75119,-73.759414,latlng_provided,Raccoon,Employee,Domestic,Unhealthy,4,Adult,Small Mammals-RVS,1-1-1680782920,ACC,1,false,false,,,false,false,54915,
02/17/2019 03:25:00 PM,02/17/2019 03:30:00 PM,Queens,Joe Michaels Mile,Cross Island Parkway,,40.764834,-73.758437,latlng_provided,Raccoon,Public,Native,DOA,0.75,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,,
10/23/2018 09:00:00 AM,10/23/2018 09:30:00 AM,Queens,Linnaeus Park,,,40.753933,-73.750389,latlng_provided,Raccoon,Central,Native,Unhealthy,2.5,Adult,Small Mammals-RVS,1-1-1634925672,ACC,1,false,false,,,false,false,45291,
11/14/2018 12:00:00 PM,11/14/2018 12:27:00 PM,Queens,Alley Pond Park,Near ball field 6,,40.742848,-73.748945,latlng_provided,Raccoon,Employee,Native,Unhealthy,2.75,Juvenile,Small Mammals-RVS,1-1-1644540981,ACC,1,false,false,,,false,false,47267,
02/01/2019 04:15:00 PM,02/01/2019 04:30:00 PM,Queens,Alley Pond Park,233rd Street and 67th Ave,,40.7469661,-73.7453168,latlng_provided,Raccoon,Public,Native,Unhealthy,3,Adult,Small Mammals-RVS,1-1-1675124490,ACC,1,false,false,,,false,false,53924,
11/01/2018 09:00:00 AM,11/01/2018 09:08:00 AM,Queens,Alley Pond Park,Trails near Adventure Course,,40.741493,-73.741202,latlng_provided,Raccoon,Observed by Ranger,Native,Unhealthy,2.75,Adult,Small Mammals-RVS,1-1-1629621651,ACC,1,false,false,,,false,false,46169,
10/31/2018 12:43:00 PM,10/31/2018 01:00:00 PM,Queens,Alley Pond Park,Adventure Course Building,,40.742163,-73.741118,latlng_provided,Raccoon,Employee,Native,Unhealthy,2.75,Adult,Small Mammals-RVS,1-1-1638140064,ACC,1,false,false,,,false,false,46107,
04/09/2019 02:00:00 PM,04/09/2019 02:20:00 PM,Queens,Alley Pond Park,On perimeter of Little Alley Pond,,40.740234,-73.740571,latlng_provided,Raccoon,Public,Native,DOA,0.5,Adult,Small Mammals-RVS,1-1-1704077610,Relocated/Condition Corrected,1,false,false,,,false,false,,
07/31/2018 10:30:00 AM,07/31/2018 10:35:00 AM,Manhattan,Central Park,Parking lot of tavern on the green near the pedestrian ramp of central park west,,40.772358,-73.977279,look_up,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,4,Adult,Small Mammals-RVS,1-11-1596705002,ACC,1,false,false,,,false,false,36569,
07/30/2018 12:41:00 PM,07/30/2018 01:00:00 PM,Manhattan,Central Park,79th St and 5th Ave just south of the MET,,40.77739,-73.964003,look_up,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,1-1-1593846610,ACC,2,false,false,,,false,false,36464/36465,
07/30/2018 04:55:00 PM,07/30/2018 05:08:00 PM,Manhattan,Central Park,Summer Stage - backstage,,40.772467,-73.969756,look_up,Raccoon,Other,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1595449961,ACC,1,false,false,,,false,false,36485,
07/28/2018 05:10:00 PM,07/28/2018 05:15:00 PM,Manhattan,Central Park,94th St and Bridle path,,40.788733,-73.96401,look_up,Raccoon,Central,Native,Unhealthy,0.75,Juvenile,Small Mammals-RVS,1-1-1595729275,ACC,1,false,false,,,false,false,36264,
07/28/2018 08:30:00 AM,07/28/2018 10:30:00 AM,Manhattan,Central Park,"West Drive and 74th street, between the Drive and the Lake, behind a bench in the vegetation",,40.777344,-73.973881,look_up,Raccoon,"Conservancies/""Friends of"" Groups",Native,N/A,0.5,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
07/28/2018 08:30:00 AM,07/28/2018 09:54:00 AM,Manhattan,Central Park,"In Ramble, near Ramble Shed trash cans close to Maintenance area",,40.77849,-73.96769,look_up,Raccoon,"Conservancies/""Friends of"" Groups",Native,N/A,0.5,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
