Date and Time of initial call,Date and time of Ranger response,borough,property,location,batch_geocode_descrip,Latitude,Longitude,loc_acc,species_description,call_source,species_status,animal_condition,duration_of_response,age,animal_class,311SR_Number,final_ranger_action,number_animals,PEP_Response,Animal_Monitored,Rehabilitator,Hours_spent_monitoring,Police_Response,ESU_Response,ACC_Intake_Number,
04/21/2019 12:00:00 AM,04/21/2019 03:10:00 PM,Manhattan,Riverside Park,Hippo Playground,"Hippo Playground, Manhattan, New York, NY, USA",40.793155,-73.978271,success,Raccoon,Employee,Native,Healthy,0.5,Juvenile,Small Mammals-RVS,1-71-1055070,Relocated/Condition Corrected,1,false,false,,,false,false,,
10/30/2018 12:00:00 PM,10/30/2018 01:00:00 PM,Manhattan,Riverside Park,Hippo Playground,"Hippo Playground, Manhattan, New York, NY, USA",40.793155,-73.978271,success,Raccoon,Central,Native,N/A,1,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,,
04/16/2019 11:15:00 AM,04/16/2019 01:15:00 PM,Manhattan,Central Park,Lawn South of Hecksher Playground,"Hecksher Playground, Manhattan, New York, NY, USA",40.768671,-73.977569,success,Raccoon,Public,Native,Healthy,0.5,Adult,Small Mammals-RVS,,Advised/Educated others,1,false,false,,,false,false,,
07/16/2018 12:00:00 PM,07/16/2018 12:10:00 PM,Manhattan,Central Park,Hecksher Playground,"Hecksher Playground, Manhattan, New York, NY, USA",40.768671,-73.977569,success,Raccoon,Employee,Native,Unhealthy,1,Juvenile,Small Mammals-RVS,1-11-587740051,ACC,1,false,false,,,false,false,34681,
10/15/2018 08:00:00 AM,10/15/2018 09:15:00 AM,Brooklyn,Prospect Park,BBQ Area near 9th Street,"9th Street, Brooklyn, New York, NY, USA",40.6646,-73.976822,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,DOA,2,Adult,Small Mammals-RVS,1-1-1629059280,ACC,1,false,false,,,false,false,44539,
10/09/2018 05:00:00 PM,10/09/2018 05:00:00 PM,Brooklyn,Prospect Park,3rd Street Playground,"3rd Street, Brooklyn, New York, NY, USA",40.700731,-73.976821,success,Raccoon,Employee,Native,Unhealthy,1,Adult,Small Mammals-RVS,,ACC,1,false,false,,,true,false,44045,
11/01/2018 09:26:00 AM,11/01/2018 09:30:00 AM,Brooklyn,Prospect Park,By the Peninsula,"The Peninsula New York, Manhattan, New York, NY, USA",40.761596,-73.975526,success,Raccoon,Employee,Native,Healthy,1.5,Adult,Small Mammals-RVS,,Monitored Animal,1,false,true,,0.5,false,false,,
07/12/2018 03:00:00 PM,07/12/2018 03:25:00 PM,Manhattan,Central Park,Sheep Meadow,"Sheep Meadow, Manhattan, New York, NY, USA",40.77151,-73.975021,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,1,Juvenile,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,true,,1,false,false,,
08/02/2018 12:00:00 AM,08/02/2018 12:30:00 PM,Manhattan,Central Park,Chess & Checkers House,"Chess and Checkers House, Manhattan, New York, NY, USA",40.769099,-73.974623,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Adult,Small Mammals-RVS,,Monitored Animal,1,false,true,,1,false,false,,
01/05/2019 10:00:00 AM,01/05/2019 10:15:00 AM,Manhattan,Central Park,Wollman Rink,"Wollman Rink, Manhattan, New York, NY, USA",40.767795,-73.974496,success,House Sparrow,Central,Native,Healthy,0.75,Adult,Birds,1-1-1665983440,Relocated/Condition Corrected,1,false,false,,,false,false,,
03/27/2019 04:55:00 PM,03/27/2019 05:00:00 PM,Staten Island,Historic Richmondtown,Near the pond side,"The Pond, Manhattan, New York, NY, USA",40.766352,-73.974457,success,Canada Goose,Public,Native,Injured,1.25,Adult,Birds,,Monitored Animal,2,false,false,,,false,false,,
07/17/2018 04:00:00 PM,07/17/2018 04:10:00 PM,Manhattan,Central Park,Central Park South and Grand Army Plaza,"Citi Bike - Grand Army Plaza & Central Park S, Manhattan, New York, NY, USA",40.764397,-73.973715,success,Raccoon,Employee,Native,DOA,1,Adult,Small Mammals-RVS,1-11-590417923,Submitted for DEC Testing,1,false,false,,,false,false,,
11/03/2018 09:00:00 AM,11/03/2018 09:30:00 AM,Brooklyn,Prospect Park,Vanderbilt Playground,"Vanderbilt Street Playground, Brooklyn, New York, NY, USA",40.655134,-73.972969,success,Raccoon,Central,Native,Unhealthy,0.5,Adult,Small Mammals-RVS,1-1-1639597561,ACC,1,false,false,,,false,false,46338,
08/02/2018 03:40:00 PM,08/02/2018 03:40:00 PM,Manhattan,Central Park,In the grass between Cherry Hill fountain and the lakeside,"Cherry Hill Fountain, Manhattan, New York, NY, USA",40.774695,-73.972707,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Juvenile,Small Mammals-RVS,1-1-159765313,ACC,1,false,false,,,false,false,36849,
11/08/2018 03:10:00 PM,11/08/2018 03:46:00 PM,Manhattan,Central Park,Central Park Zoo - across from snow  monkeys - on the benches,"Central Park Zoo, Manhattan, New York, NY, USA",40.767897,-73.972195,success,Squirrel,Other,Native,N/A,0.5,Adult,Small Mammals-non RVS,,Unfounded,1,false,false,,,false,false,,
08/21/2018 02:43:00 PM,08/21/2018 02:45:00 PM,Manhattan,Central Park,Oak Bridge,"Oak Bridge, Manhattan, New York, NY, USA",40.778719,-73.971684,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1604778740,ACC,1,false,false,,,false,false,38926,
10/10/2018 08:20:00 AM,10/10/2018 11:20:00 AM,Brooklyn,Prospect Park,Picnic House,"Picnic House, Brooklyn, New York, NY, USA",40.665591,-73.971557,success,Raccoon,Employee,Native,DOA,1.5,Adult,Small Mammals-RVS,,ACC,1,false,false,,,false,false,44087,
10/06/2018 07:30:00 PM,10/07/2018 09:15:00 AM,Brooklyn,Prospect Park,Picnic House,"Picnic House, Brooklyn, New York, NY, USA",40.665591,-73.971557,success,Raccoon,Employee,Native,DOA,2,Adult,Small Mammals-RVS,1-1-1625702571,Submitted for DEC Testing,1,false,false,,,false,false,43769,
10/04/2018 10:00:00 AM,10/04/2018 10:06:00 AM,Brooklyn,Prospect Park,Picnic House,"Picnic House, Brooklyn, New York, NY, USA",40.665591,-73.971557,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Adult,Small Mammals-RVS,,ACC,1,false,false,,,false,false,43431,
10/02/2018 10:30:00 AM,10/02/2018 11:00:00 AM,Brooklyn,Prospect Park,Picnic House,"Picnic House, Brooklyn, New York, NY, USA",40.665591,-73.971557,success,Raccoon,Employee,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1622689383,ACC,1,false,false,,,false,false,43193,
09/27/2018 08:30:00 AM,09/27/2018 08:45:00 AM,Brooklyn,Prospect Park,By the Picnic House on the Long Meadow,"Picnic House, Brooklyn, New York, NY, USA",40.665591,-73.971557,success,Raccoon,Employee,Native,Unhealthy,3,Adult,Small Mammals-RVS,,ACC,1,false,false,,,false,false,42660,
08/05/2018 02:40:00 PM,08/05/2018 03:20:00 PM,Manhattan,Central Park,81st/ Diana Ross Playground,"Diana Ross Playground, Manhattan, New York, NY, USA",40.782265,-73.970865,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1597683604,ACC,1,false,false,,,false,false,37201,
10/11/2018 03:15:00 PM,10/11/2018 03:30:00 PM,Manhattan,Central Park,"Bethesda Fountain, Central Park Lake","Bethesda Fountain, Manhattan, New York, NY, USA",40.774301,-73.97083,success,Mandarin Duck,Employee,Exotic,N/A,0.5,Adult,Birds,,Unfounded,1,false,false,,,false,false,,
08/23/2018 01:00:00 PM,08/23/2018 01:09:00 PM,Manhattan,Central Park,Ramble near rustic house in shrubs,"Ramble Rustic Bridge, Manhattan, New York, NY, USA",40.777666,-73.970761,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,1-1-1606327440,ACC,1,false,false,,,false,false,39191,
11/23/2018 12:45:00 PM,11/23/2018 12:55:00 PM,Brooklyn,Prospect Park,Wellhouse Drive by Bathrooms,"200 Wellhouse Drive, Brooklyn, New York, NY, USA",40.656887,-73.970382,success,Raccoon,Central,Native,N/A,1,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,0.5,false,false,,
02/08/2019 02:40:00 PM,02/08/2019 02:55:00 PM,Manhattan,Central Park,West 81st on lawn just north from Swedish Cottage,"Swedish Cottage Marionette Theatre, Manhattan, New York, NY, USA",40.779967,-73.970348,success,Cooper's Hawk,"Conservancies/""Friends of"" Groups",Native,Injured,1.5,Juvenile,Raptors,1-1-1680782062,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,,
04/02/2019 10:00:00 AM,04/02/2019 11:00:00 AM,Manhattan,Central Park,Near Billie Johnson Playground,"Billy Johnson Playground, Manhattan, New York, NY, USA",40.769449,-73.969924,success,Opossum,"Conservancies/""Friends of"" Groups",Native,N/A,0.5,Adult,Small Mammals-non RVS,n/a,Unfounded,1,false,false,,,false,false,,
09/04/2018 09:00:00 AM,09/04/2018 09:30:00 AM,Manhattan,Central Park,"Rumsey Playfield, near Central Park Mall","Rumsey Playfield, Manhattan, New York, NY, USA",40.772516,-73.969913,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,1-1-1609800850,ACC,1,false,false,,,false,false,40543,
08/23/2018 08:40:00 AM,08/23/2018 08:50:00 AM,Manhattan,Central Park,Rumsey Playfield,"Rumsey Playfield, Manhattan, New York, NY, USA",40.772516,-73.969913,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Adult,Small Mammals-RVS,,ACC,1,false,false,,,false,false,1-1-1607314261,
07/29/2018 03:20:00 PM,07/29/2018 03:30:00 PM,Manhattan,Central Park,"Rumsey Playfield, just south of Summer Stage venue, 69th st and East Drive","Rumsey Playfield, Manhattan, New York, NY, USA",40.772516,-73.969913,success,Raccoon,Employee,Native,Unhealthy,0.75,Adult,Small Mammals-RVS,1-1-1594035570,ACC,1,false,true,,0.5,false,false,36370,
07/29/2018 01:00:00 PM,07/29/2018 03:00:00 PM,Manhattan,Central Park,"Rumsey Playfield, Summer Stage, around trailers","Rumsey Playfield, Manhattan, New York, NY, USA",40.772516,-73.969913,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,N/A,0.5,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
07/26/2018 12:30:00 PM,07/26/2018 01:00:00 PM,Manhattan,Central Park,Rumsey Playfield,"Rumsey Playfield, Manhattan, New York, NY, USA",40.772516,-73.969913,success,Raccoon,Employee,Native,Injured,2,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,,
11/22/2018 04:15:00 PM,11/22/2018 04:30:00 PM,Brooklyn,Prospect Park,"Prospect Park, by Grecian Shelter","Prospect Park, Brooklyn, New York, NY, USA",40.659654,-73.969065,success,Raccoon,Employee,Native,Unhealthy,1,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
10/30/2018 04:30:00 PM,10/31/2018 01:30:00 PM,Brooklyn,Prospect Park,Wellhouse,"Prospect Park, Brooklyn, New York, NY, USA",40.659654,-73.969065,success,Raccoon,Public,Native,Unhealthy,21,Adult,Small Mammals-RVS,1-1-1638258402,Unfounded,1,false,false,,,false,false,,
07/12/2018 11:15:00 AM,07/12/2018 11:30:00 AM,Brooklyn,Prospect Park,,"Prospect Park, Brooklyn, New York, NY, USA",40.659654,-73.969065,success,Raccoon,Employee,Native,N/A,1,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
07/12/2018 11:00:00 AM,07/12/2018 12:00:00 PM,Brooklyn,Prospect Park,,"Prospect Park, Brooklyn, New York, NY, USA",40.659654,-73.969065,success,Raccoon,Employee,Native,Healthy,1.5,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
07/07/2018 11:20:00 AM,07/07/2018 12:25:00 PM,Brooklyn,Prospect Park,,"Prospect Park, Brooklyn, New York, NY, USA",40.659654,-73.969065,success,Mallard Duck,"Conservancies/""Friends of"" Groups",Native,Injured,3.5,Adult,Birds,,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,,
11/21/2018 04:00:00 PM,11/21/2018 04:30:00 PM,Brooklyn,Prospect Park,Parade Grounds by Tennis Center,"Prospect Park Parade Grounds, Brooklyn, New York, NY, USA",40.650785,-73.968936,success,Raccoon,Employee,Native,N/A,0.5,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,,
08/29/2018 08:30:00 AM,08/29/2018 08:45:00 AM,Manhattan,Central Park,"Delacorte Theater, W 81st St and Central Park West","Delacorte Theater, Manhattan, New York, NY, USA",40.780283,-73.968807,success,Raccoon,Other,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1608669320,ACC,1,false,false,,,false,false,39794,
08/26/2018 01:47:00 PM,08/26/2018 01:47:00 PM,Manhattan,Central Park,Delacorte Theatre,"Delacorte Theater, Manhattan, New York, NY, USA",40.780283,-73.968807,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1605102820,ACC,2,false,false,,,false,false,"39530, 39531",
08/24/2018 04:55:00 PM,08/24/2018 05:00:00 PM,Manhattan,Central Park,"Delacorte Theater, underneath the stage","Delacorte Theater, Manhattan, New York, NY, USA",40.780283,-73.968807,success,Raccoon,Other,Native,N/A,0.75,Adult,Small Mammals-RVS,,Unfounded,2,false,false,,,false,false,,
08/19/2018 01:20:00 PM,08/19/2018 01:30:00 PM,Manhattan,Central Park,Delacorte Theater,"Delacorte Theater, Manhattan, New York, NY, USA",40.780283,-73.968807,success,Raccoon,Employee,Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,1-1-1604222811,ACC,1,false,false,,,false,false,46986,
08/11/2018 03:47:00 PM,08/11/2018 03:54:00 PM,Manhattan,Central Park,between Delacorte Theater and Shakespeare's Garden,"Delacorte Theater, Manhattan, New York, NY, USA",40.780283,-73.968807,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,N/A,0.5,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
12/18/2018 05:00:00 PM,12/18/2018 05:30:00 PM,Brooklyn,Prospect Park,Lakeside by Peristyle,"Peristyle, Brooklyn, New York, NY, USA",40.653167,-73.967616,success,Gull,Public,Native,DOA,0.5,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,,
09/16/2018 07:00:00 AM,09/16/2018 09:30:00 AM,Manhattan,Central Park,Arthur Ross Playground,"Arthur Ross Pinetum Playground, Manhattan, New York, NY, USA",40.783252,-73.967299,success,Raccoon,Central,N/A,N/A,0.75,Adult,Small Mammals-RVS,1-1-1618251606,Unfounded,1,false,false,,,false,false,,
11/01/2018 09:00:00 AM,11/01/2018 11:30:00 AM,Manhattan,Central Park,Conservatory Water,"Conservatory Water, Manhattan, New York, NY, USA",40.774203,-73.967228,success,Gull,Central,Native,Injured,0.5,Infant,Birds,1-1-1638620433,Unfounded,1,false,false,,,false,false,,
09/13/2018 02:30:00 PM,09/13/2018 02:50:00 PM,Manhattan,Central Park,Conservatory Water,"Conservatory Water, Manhattan, New York, NY, USA",40.774203,-73.967228,success,Mallard Duck,Public,Native,Healthy,1,Adult,Birds,,Monitored Animal,1,false,true,,1,false,false,,
08/29/2018 08:40:00 AM,08/29/2018 08:45:00 AM,Manhattan,Central Park,"Great Lawn Southeast, E 81st and 5th Ave","Great Lawn, Manhattan, New York, NY, USA",40.782558,-73.966794,success,Raccoon,Central,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1608669320,ACC,1,false,false,,,false,false,39793,
08/19/2018 09:00:00 AM,08/19/2018 09:00:00 AM,Manhattan,Central Park,Arthur Ross Pinetum,"Arthur Ross Pinetum, Manhattan, New York, NY, USA",40.783407,-73.966697,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Infant,Small Mammals-RVS,1-1-1604754121,ACC,1,false,false,,,false,false,38647,
10/31/2018 10:00:00 AM,10/31/2018 10:15:00 AM,Brooklyn,Prospect Park,Lullwater,"Lullwater, Brooklyn, New York, NY, USA",40.660042,-73.966334,success,Raccoon,Employee,Native,,0.25,Adult,Small Mammals-RVS,1-1-1636032393,ACC,1,false,false,,,false,false,46078,
08/21/2018 08:20:00 AM,08/22/2018 11:06:00 AM,Queens,Underhill Playground,,"Underhill Playground, Brooklyn, New York, NY, USA",40.676631,-73.965716,success,Gerbil,Employee,Domestic,N/A,0.25,Adult,Domestic;#Small Mammals-non RVS,1-1-1607560029,Unfounded,0,false,false,,,false,false,,
08/04/2018 08:45:00 AM,08/04/2018 09:50:00 AM,Manhattan,Central Park,,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,success,Raccoon,Central,Native,Unhealthy,1,Adult,Small Mammals-RVS,1-1-1596705665,ACC,1,false,false,,,false,false,37022,
07/24/2018 02:31:00 PM,07/24/2018 02:31:00 PM,Manhattan,Central Park,,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,success,Red-Tailed Hawk,"Conservancies/""Friends of"" Groups",Native,Healthy,1,Juvenile,Small Mammals-RVS;#Raptors,,Unfounded,,false,false,,,false,false,,
07/20/2018 02:00:00 PM,07/20/2018 02:00:00 PM,Manhattan,Central Park,,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,success,Opossum,Employee,Native,DOA,0.3,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,,
07/06/2018 08:45:00 AM,07/06/2018 12:01:00 PM,Manhattan,Central Park,,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,success,Raccoon,Employee,Native,N/A,0,Adult,Small Mammals-RVS,,Advised/Educated others,1,false,false,,,false,false,,
07/08/2018 10:00:00 AM,07/08/2018 10:30:00 AM,Manhattan,Central Park,,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,DOA,2,Adult,Small Mammals-RVS,,ACC,,false,false,,,false,false,,
06/28/2018 03:50:00 PM,06/28/2018 04:00:00 PM,Manhattan,Central Park,,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,success,Raccoon,Other,Native,Injured,1.5,Adult,Small Mammals-RVS,1-11-578998211,ACC,1,false,true,,,false,false,39582,
06/22/2018 02:45:00 PM,06/22/2018 03:00:00 PM,Manhattan,Central Park,,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,success,,Employee,Native,Healthy,1.25,Infant,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,,
06/24/2018 10:00:00 AM,06/24/2018 11:00:00 AM,Manhattan,Central Park,,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,success,Raccoon,Central,Native,Injured,2,Infant,Small Mammals-RVS,1-11-580068259,ACC,1,false,false,,,false,false,32202,
06/15/2018 02:00:00 PM,06/15/2018 02:52:00 PM,Manhattan,Central Park,,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,success,Double Crested Cormorant,Public,Native,N/A,1.75,Adult,Birds,,Unfounded,1,false,false,,,false,false,,
06/15/2018 02:00:00 PM,06/15/2018 04:30:00 PM,Manhattan,Central Park,,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,1.5,Infant,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,,
06/17/2018 02:30:00 PM,06/17/2018 03:40:00 PM,Manhattan,Central Park,,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-11-576043760,ACC,1,false,false,,,false,false,31565,
06/12/2018 02:00:00 PM,06/12/2018 02:35:00 AM,Manhattan,Central Park,,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Injured,2,Juvenile,Small Mammals-RVS,1-11-579641512,ACC,1,false,false,,,false,false,37529,
06/01/2018 12:00:00 PM,06/01/2018 12:30:00 PM,Manhattan,Central Park,,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,success,Raccoon,Employee,Native,Injured,1.25,Juvenile,Small Mammals-RVS,,ACC,1,false,false,,,false,false,36061,
05/02/2018 09:30:00 AM,05/02/2018 12:00:00 PM,Manhattan,Central Park,,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,success,Raccoon,Public,Native,Healthy,0.75,Adult,Small Mammals-RVS,,Unfounded,1,,,,,,false,,
05/07/2018 01:30:00 PM,05/07/2018 01:40:00 PM,Manhattan,Central Park,,"Central Park, Manhattan, New York, NY, USA",40.782476,-73.965575,success,Red-Tailed Hawk,Employee,Native,DOA,1,Adult,Raptors,,Submitted for DEC Testing,1,,,,,,false,,
08/08/2018 12:32:00 PM,08/08/2018 01:30:00 PM,Manhattan,Central Park,Tennis Courts near Tennis House at East 96th off off the Eastdrive,"Over the Tracks Tennis Courts, Manhattan, New York, NY, USA",40.81201,-73.965275,success,Raccoon,Employee,Native,DOA,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,,
09/03/2018 06:11:00 PM,09/04/2018 11:49:00 AM,Brooklyn,Prospect Park,By the Audubon Center/Boathouse,"Audubon Center at the Boathouse, Brooklyn, New York, NY, USA",40.660807,-73.965274,success,Swan,Central,Native,N/A,1,Adult,Birds,1-11-612693625,Unfounded,1,false,true,,0.5,false,false,,
07/28/2018 01:45:00 PM,07/28/2018 02:20:00 PM,Manhattan,Central Park,The Loeb Boathouse Docks,"Audubon Center at the Boathouse, Brooklyn, New York, NY, USA",40.660807,-73.965274,success,Raccoon,Other,Native,DOA,1.5,Juvenile,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,,
08/16/2018 03:00:00 PM,08/16/2018 03:15:00 PM,Manhattan,Central Park,"79 street transverse road, east side","79th Street Transverse Road, Manhattan, New York, NY, USA",40.777873,-73.965048,success,Raccoon,Public,Native,Healthy,1.5,Juvenile,Small Mammals-non RVS,1-1-1604583423,ACC,1,false,false,,,false,false,38398,
08/20/2018 01:20:00 PM,08/20/2018 02:00:00 PM,Manhattan,Central Park,"85th Street Transverse, East of Central Park Precinct","NYPD - Central Park Precinct, Manhattan, New York, NY, USA",40.783201,-73.964198,success,Raccoon,Other,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1605183191,ACC,1,false,false,,,true,false,38808,
09/03/2018 09:30:00 AM,09/03/2018 09:47:00 AM,Manhattan,Central Park,Group of Bear statue/ feildman playground,"Group of Bears, Manhattan, New York, NY, USA",40.777495,-73.963942,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Adult,Small Mammals-RVS,1-1-1611145061,ACC,1,false,false,,,false,false,40498,
09/21/2018 09:00:00 AM,09/21/2018 10:30:00 AM,Brooklyn,Bedford Playground,,"Bedford Playground, Brooklyn, New York, NY, USA",40.708333,-73.963889,success,N/A,Public,Native,N/A,1,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
10/20/2018 09:30:00 AM,10/20/2018 10:00:00 AM,Brooklyn,Prospect Park,South of LeFrak Center,"LeFrak Center at Lakeside, Brooklyn, New York, NY, USA",40.657193,-73.96379,success,Goose - White Pygmy,Central,Native,Injured,1,Adult,Birds,1-1-1633239120,ACC,1,false,true,,0.5,false,false,45032,
12/03/2018 10:00:00 AM,12/02/2018 10:45:00 AM,Brooklyn,Prospect Park,On Drive in front of Imagination Playground,"Imagination Playground, Brooklyn, New York, NY, USA",40.658755,-73.963103,success,Raccoon,Other,Native,N/A,1,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
09/19/2018 02:48:00 PM,09/19/2018 03:00:00 PM,Manhattan,Central Park,Met museum on 84st/5ave by flagpole/vendors,"Metropolitan Museum, Manhattan, New York, NY, USA",40.778799,-73.962205,success,Raccoon,Central,Native,Healthy,2,Adult,Small Mammals-RVS,1-1-1617694790,Relocated/Condition Corrected,1,false,true,,2,false,false,,
08/16/2018 09:30:00 AM,08/16/2018 10:45:00 AM,Manhattan,Central Park,Tennis House,"Tennis House, Manhattan, New York, NY, USA",40.789421,-73.961882,success,Raccoon,Employee,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1601184830,ACC,1,false,false,,,false,false,38356,
08/27/2018 10:30:00 AM,08/27/2018 10:30:00 AM,Manhattan,Central Park,86th st Transverse,"86th Street Transverse Road, Manhattan, New York, NY, USA",40.78118,-73.961863,success,Raccoon,Other,Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1608583271,ACC,1,false,false,,,false,false,39576,
11/09/2018 09:00:00 AM,11/09/2018 10:15:00 AM,Brooklyn,Bushwick Inlet,Bushwick Inlet Park,"Bushwick Inlet Park, Brooklyn, New York, NY, USA",40.722653,-73.961255,success,Chinese Silky Chicken,Employee,Exotic,Healthy,1.25,Adult,Birds,1-1-1642034010,ACC,1,false,false,,,false,false,46854,
07/21/2018 09:15:00 AM,07/21/2018 09:15:00 AM,Manhattan,Central Park,Central Park East Drive at 106th St,"Central Park, Manhattan, New York, NY, USA",40.78412,-73.959187,success,Raccoon,Observed by Ranger,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1591297971,ACC,1,false,false,,,false,false,35291,
03/18/2019 09:30:00 AM,03/18/2019 09:30:00 AM,Manhattan,Central Park,"The Block House, West Drive","The Blockhouse, Manhattan, New York, NY, USA",40.798679,-73.9563,success,N/A,"Conservancies/""Friends of"" Groups",Native,N/A,1,Adult,Raptors,,Unfounded,1,false,false,,,false,false,,
07/21/2018 04:30:00 PM,07/21/2018 04:45:00 PM,Manhattan,Central Park,Huddlestone Arch at the waterfall,"Huddlestone Arch, Manhattan, New York, NY, USA",40.795778,-73.955678,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,DOA,1.25,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,2,false,false,,,false,false,,
07/21/2018 04:30:00 PM,07/21/2018 04:45:00 PM,Manhattan,Central Park,Huddlestone Arch,"Huddlestone Arch, Manhattan, New York, NY, USA",40.795778,-73.955678,success,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,1.25,Juvenile,Small Mammals-non RVS,1-1-1588253244,Monitored Animal,2,false,true,,0.5,false,false,,
07/16/2018 03:00:00 PM,07/16/2018 03:10:00 PM,Manhattan,Central Park,Huddlestone arch,"Huddlestone Arch, Manhattan, New York, NY, USA",40.795778,-73.955678,success,Raccoon,Employee,Native,Unhealthy,1,Juvenile,Small Mammals-RVS,1-11-587740052,ACC,1,false,false,,,false,false,34682,
07/05/2018 09:08:00 AM,07/05/2018 09:19:00 AM,Manhattan,Sheltering Arms Playground,,"Sheltering Arms Park, Manhattan, New York, NY, USA",40.815,-73.955556,success,Opossum,Employee,Native,Healthy,0.5,Juvenile,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,,
05/24/2019 02:30:00 PM,05/24/2019 03:00:00 PM,Brooklyn,Prospect Park,Lincoln Road entrance,"Lincoln Road, Brooklyn, New York, NY, USA",40.661278,-73.955358,success,Mallard Duck,Public,Native,Healthy,4,Infant,Birds,1-1-1718168050,Rehabilitator,2,false,false,Wild Bird Fund,,false,false,,
